"Sales
 Rank",Segment,Make,Model,Bodystyle,Category,12 Month Average,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25
94,Light < $30K,Mazda,2,Hatchback,Model Launch,,,,,,,,,,,,,,,,,,,,Facelift,,,,,,,
95,SUV Small < $45K,MG,S5,SUV,Sales,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,171,237,284,
95,SUV Small < $45K,MG,S5,SUV,Segment Share,0.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.77%,1.08%,1.76%,1.97%,
95,SUV Small < $45K,MG,S5,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,SUV Small < $45K,MG,S5,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,SUV Small < $45K,MG,S5,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,SUV Small < $45K,MG,S5,SUV,High RRP,"$47,990",,,,,,,,,,,,,,,,,,,,,"$47,990","$47,990","$47,990","$47,990","$47,990","$47,990"
95,SUV Small < $45K,MG,S5,SUV,Low RRP,"$40,490",,,,,,,,,,,,,,,,,,,,,"$40,490","$40,490","$40,490","$40,490","$40,490","$40,490"
95,SUV Small < $45K,MG,S5,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,LD 3501-8000 kgs GVM,Mercedes-Benz,Sprinter,Van,Sales,303,216,183,146,277,160,152,244,264,301,317,335,252,265,210,309,325,351,229,195,391,326,370,378,279,273,
96,LD 3501-8000 kgs GVM,Mercedes-Benz,Sprinter,Van,Segment Share,28.88%,21.38%,17.75%,17.10%,27.05%,20.18%,19.69%,25.71%,27.02%,27.92%,26.28%,25.48%,24.38%,22.61%,16.73%,26.74%,29.13%,36.05%,27.31%,22.86%,34.37%,34.60%,32.75%,27.97%,29.50%,28.57%,
96,LD 3501-8000 kgs GVM,Mercedes-Benz,Sprinter,Van,Retail Offer,,,,,,,,,,,Cash Back,Cash Back,,,,,,,,,Finance,Finance,Finance;Factory Bonus;Servicing,Finance;Factory Bonus;Servicing,,Driveaway,Driveaway
96,LD 3501-8000 kgs GVM,Mercedes-Benz,Sprinter,Van,High CPV,"$5,711",,,,,,,,,,"$6,000","$6,000",,,,,,,,,"$4,973","$3,206","$6,865","$6,006",,"$7,504","$7,504"
96,LD 3501-8000 kgs GVM,Mercedes-Benz,Sprinter,Van,Low CPV,"$3,111",,,,,,,,,,"$6,000","$6,000",,,,,,,,,"$1,229","$2,776","$4,960","$4,448",,"$2,140",
96,LD 3501-8000 kgs GVM,Mercedes-Benz,Sprinter,Van,High RRP,"$121,041","$92,032","$93,321","$93,321","$93,321","$93,321","$93,321","$93,321","$93,321","$93,321","$93,321","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041","$121,041"
96,LD 3501-8000 kgs GVM,Mercedes-Benz,Sprinter,Van,Low RRP,"$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465","$50,465"
96,LD 3501-8000 kgs GVM,Mercedes-Benz,Sprinter,Van,Model Launch,,,,,,,,New Model,,,,New Variant,,New Variant,,,,,,Limited Edition,,,,New Variant,Limited Edition,,
97,Small > $45K,Volkswagen,Golf,Hatchback,Sales,294,472,415,388,329,229,190,186,196,101,127,214,331,251,279,299,392,336,293,241,319,210,290,303,296,273,
97,Small > $45K,Volkswagen,Golf,Hatchback,Segment Share,18.14%,22.30%,15.90%,14.85%,13.01%,10.64%,11.85%,10.38%,11.99%,5.69%,6.61%,11.18%,20.86%,17.12%,19.19%,11.68%,20.20%,16.80%,19.48%,16.60%,19.64%,14.15%,18.96%,19.16%,19.02%,22.84%,
97,Small > $45K,Volkswagen,Golf,Hatchback,Retail Offer,,Driveaway,Driveaway,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
97,Small > $45K,Volkswagen,Golf,Hatchback,High CPV,"$5,198","$5,015","$5,015",,"$2,726","$2,726","$2,726","$2,726","$2,726",,,"$2,195","$2,195","$2,195","$2,195","$6,195","$6,195","$6,195","$6,195","$6,195","$6,195","$6,195","$6,195","$6,195","$2,211","$2,211","$2,211"
97,Small > $45K,Volkswagen,Golf,Hatchback,Low CPV,"$1,076","$1,801","$1,801",,"$2,419","$2,419","$2,419","$2,419","$2,419",,,"$1,133","$1,133","$1,133","$1,133","$1,133","$1,133","$1,133","$1,133","$1,133","$1,133","$1,133","$1,133","$1,133",$790,$790,
97,Small > $45K,Volkswagen,Golf,Hatchback,High RRP,"$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490","$77,490"
97,Small > $45K,Volkswagen,Golf,Hatchback,Low RRP,"$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290","$36,290"
97,Small > $45K,Volkswagen,Golf,Hatchback,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,SUV Medium > $60K,Audi,Q5,SUV,Sales,260,305,278,308,359,330,197,236,141,273,302,237,107,160,203,253,302,326,302,305,421,173,235,223,111,270,
98,SUV Medium > $60K,Audi,Q5,SUV,Segment Share,7.56%,4.95%,3.83%,7.80%,5.61%,7.76%,7.54%,5.04%,1.97%,7.27%,6.64%,3.60%,3.64%,5.56%,7.76%,9.58%,9.74%,8.73%,10.00%,8.94%,9.43%,5.10%,5.53%,5.12%,2.87%,7.86%,
98,SUV Medium > $60K,Audi,Q5,SUV,Retail Offer,,Limited Edition;Finance,Limited Edition;Finance;Factory Bonus,On-Roads;Servicing,On-Roads;Servicing,On-Roads,,,Servicing,,,Reduced Price;Servicing,Demonstrator,Demonstrator,,Limited Edition,Limited Edition,Driveaway,On-Roads;Servicing,On-Roads;Servicing,Finance,Finance,Finance,Reduced Price,Reduced Price,,
98,SUV Medium > $60K,Audi,Q5,SUV,High CPV,"$10,285","$3,149","$6,698","$2,750","$8,786",$850,,,"$2,660",,,"$12,455","$5,000","$5,000",,"$14,252","$14,252","$14,602","$2,750","$2,750","$9,410","$6,725","$9,233","$14,437","$14,437",,
98,SUV Medium > $60K,Audi,Q5,SUV,Low CPV,"$3,108","$2,273","$2,669","$2,750","$2,750",$850,,,"$2,660",,,,"$5,000","$5,000",,,"$1,900","$1,900","$2,750","$2,750","$2,750","$5,380","$7,685","$1,430","$1,430",,
98,SUV Medium > $60K,Audi,Q5,SUV,High RRP,"$124,315","$116,469","$116,469","$121,100","$121,100","$121,100","$121,100","$125,400","$125,400","$126,600","$126,600","$126,600","$126,600","$124,315","$124,315","$124,315","$124,315","$124,315","$124,315","$124,315","$124,315","$124,315","$124,315","$124,315","$124,315","$124,315","$124,315"
98,SUV Medium > $60K,Audi,Q5,SUV,Low RRP,"$73,400","$67,900","$67,900","$70,850","$70,850","$70,850","$70,850","$71,250","$71,250","$71,250","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400","$73,400"
98,SUV Medium > $60K,Audi,Q5,SUV,Model Launch,,,,,,,,,Limited Edition,,,,,,,,,,,,,,,,,,
99,PU/CC 4X4,Toyota,HiLux,Single Cab Chassis,Sales,227,390,353,277,473,369,299,323,292,293,350,364,265,251,250,251,194,173,133,184,236,228,226,335,248,270,
99,PU/CC 4X4,Toyota,HiLux,Single Cab Chassis,Segment Share,1.32%,2.10%,1.94%,1.38%,2.24%,1.78%,1.88%,1.80%,1.66%,1.81%,1.83%,1.72%,1.63%,1.49%,1.55%,1.55%,1.30%,1.17%,0.94%,1.11%,1.24%,1.46%,1.25%,1.36%,1.42%,1.46%,
99,PU/CC 4X4,Toyota,HiLux,Single Cab Chassis,Retail Offer,,,,,,,,,,,,,Finance,Finance,Finance,Finance,,,,,,,,,,,
99,PU/CC 4X4,Toyota,HiLux,Single Cab Chassis,High CPV,"$1,500",,,,,,,,,,,,"$1,500","$1,500","$1,500","$1,500",,,,,,,,,,,
99,PU/CC 4X4,Toyota,HiLux,Single Cab Chassis,Low CPV,"$1,500",,,,,,,,,,,,"$1,500","$1,500","$1,500","$1,500",,,,,,,,,,,
99,PU/CC 4X4,Toyota,HiLux,Single Cab Chassis,High RRP,"$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035","$46,035"
99,PU/CC 4X4,Toyota,HiLux,Single Cab Chassis,Low RRP,"$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965","$40,965"
99,PU/CC 4X4,Toyota,HiLux,Single Cab Chassis,Model Launch,,,,New Variant,,,,,,,,,,,,,,,,,,,,New Model,,,
100,Sports < $90K,Ford,Mustang,Coupe,Sales,361,64,20,14,8,5,2,0,3,1,1,1,11,292,214,277,148,401,242,360,520,522,660,334,394,264,
100,Sports < $90K,Ford,Mustang,Coupe,Segment Share,56.13%,12.44%,4.44%,2.97%,2.24%,1.60%,0.66%,0.00%,1.07%,0.47%,0.35%,0.49%,5.61%,57.36%,49.31%,49.56%,43.15%,63.65%,51.28%,62.07%,66.65%,68.68%,66.40%,45.02%,57.27%,50.49%,
100,Sports < $90K,Ford,Mustang,Coupe,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,Finance,Finance,Finance
100,Sports < $90K,Ford,Mustang,Coupe,High CPV,"$5,839",,,,,,,,,,,,,,,,,,,,,,,,"$5,460","$6,218","$4,341"
100,Sports < $90K,Ford,Mustang,Coupe,Low CPV,"$4,847",,,,,,,,,,,,,,,,,,,,,,,,"$4,532","$5,161",
100,Sports < $90K,Ford,Mustang,Coupe,High RRP,"$101,917","$68,290","$68,290","$103,002","$103,002","$103,002","$103,002","$103,002","$103,002","$103,002","$103,002","$103,002","$103,002","$101,917","$101,917","$101,917","$101,917","$101,917","$101,917","$101,917","$101,917","$101,917","$101,917","$101,917","$101,917","$101,917","$101,917"
100,Sports < $90K,Ford,Mustang,Coupe,Low RRP,"$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590","$52,590"
100,Sports < $90K,Ford,Mustang,Coupe,Model Launch,,,,,,,,,,,,,,Facelift,,,Limited Edition,,,New Variant,,,,,,,
101,SUV Medium > $60K,BMW,X3,SUV,Sales,297,314,331,297,204,204,129,110,244,235,292,329,193,126,164,89,87,284,122,208,364,464,577,474,473,262,
101,SUV Medium > $60K,BMW,X3,SUV,Segment Share,8.03%,5.09%,4.56%,7.53%,3.20%,4.78%,4.93%,2.36%,3.44%,6.26%,6.41%,5.00%,6.57%,4.38%,6.27%,3.37%,2.81%,7.61%,4.02%,6.10%,8.17%,13.67%,13.59%,10.85%,12.24%,7.63%,
101,SUV Medium > $60K,BMW,X3,SUV,Retail Offer,,,Finance,Limited Edition;Finance,Limited Edition;Finance,Limited Edition;Finance,Finance,Finance,Limited Edition;Finance,Limited Edition;Finance,Limited Edition;Finance,Limited Edition;Finance,Limited Edition,Finance,Finance,Finance,Limited Edition,Finance,Limited Edition;Finance,Demonstrator;Finance,Limited Edition;Finance,,,,Finance,Finance,Finance
101,SUV Medium > $60K,BMW,X3,SUV,High CPV,"$3,083",,$655,"$11,546","$10,590","$12,044","$5,012","$4,949","$5,648","$7,624","$7,004","$7,035","$3,955","$2,698","$2,686","$2,063","$2,830","$2,079","$3,924","$5,000","$5,008",,,,"$1,702","$2,459",$299
101,SUV Medium > $60K,BMW,X3,SUV,Low CPV,"$1,800",,$324,"$3,840",,,"$2,453","$2,422","$2,442","$2,050","$2,485","$2,496","$1,313","$1,319","$1,313",,,"$1,313",,"$5,000","$1,661",,,,"$1,263",$250,
101,SUV Medium > $60K,BMW,X3,SUV,High RRP,"$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000","$178,000"
101,SUV Medium > $60K,BMW,X3,SUV,Low RRP,"$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100","$83,100"
101,SUV Medium > $60K,BMW,X3,SUV,Model Launch,,,,,,,,,,,,,,,,,New Model,,,,,,,,,,
102,PU/CC 4X4,Mitsubishi,Triton,Dual Cab Chassis,Sales,166,104,93,98,155,127,130,139,162,82,94,158,116,96,98,122,76,97,78,89,196,154,216,385,233,247,
102,PU/CC 4X4,Mitsubishi,Triton,Dual Cab Chassis,Segment Share,0.92%,0.55%,0.51%,0.48%,0.74%,0.61%,0.82%,0.78%,0.92%,0.51%,0.49%,0.75%,0.72%,0.57%,0.60%,0.75%,0.51%,0.65%,0.55%,0.53%,1.03%,0.99%,1.17%,1.56%,1.35%,1.35%,
102,PU/CC 4X4,Mitsubishi,Triton,Dual Cab Chassis,Retail Offer,,,,,,,,,,,,,,,,,,,Factory Bonus,Cash Back;Factory Bonus,Cash Back,Cash Back,Cash Back,Cash Back;Driveaway;Factory Bonus,Cash Back;Driveaway;Servicing,Cash Back;Driveaway;Servicing,Cash Back
102,PU/CC 4X4,Mitsubishi,Triton,Dual Cab Chassis,High CPV,"$6,850",,,,,,,,,,,,,,,,,,"$3,000","$4,000","$8,952","$8,952","$8,952","$5,546","$8,136","$7,266","$8,626"
102,PU/CC 4X4,Mitsubishi,Triton,Dual Cab Chassis,Low CPV,"$4,500",,,,,,,,,,,,,,,,,,"$2,500","$3,000","$4,000","$8,884","$3,835","$3,835","$4,975","$4,975",
102,PU/CC 4X4,Mitsubishi,Triton,Dual Cab Chassis,High RRP,"$52,615","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$43,690","$61,540","$61,540","$61,540","$61,540","$61,540","$61,540","$61,540"
102,PU/CC 4X4,Mitsubishi,Triton,Dual Cab Chassis,Low RRP,"$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440","$41,440"
102,PU/CC 4X4,Mitsubishi,Triton,Dual Cab Chassis,Model Launch,,,,New Variant,,,,,,,,,,,,,,,,,,,,New Model,,,
103,Vans/CC 2.5-3.5t,Hyundai,Staria-Load,Van,Sales,245,163,215,223,198,119,227,246,329,333,373,401,302,311,274,289,250,168,217,216,252,178,279,328,246,243,
103,Vans/CC 2.5-3.5t,Hyundai,Staria-Load,Van,Segment Share,12.98%,12.03%,12.74%,11.98%,11.27%,8.33%,14.94%,11.28%,16.86%,19.09%,14.68%,14.57%,14.11%,14.61%,13.94%,12.22%,11.20%,9.28%,13.37%,10.96%,12.10%,9.88%,14.05%,14.88%,15.87%,18.05%,
103,Vans/CC 2.5-3.5t,Hyundai,Staria-Load,Van,Retail Offer,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Factory Bonus,Factory Bonus,Factory Bonus,Cash Back;Driveaway;Servicing,Cash Back;Driveaway;Servicing,Cash Back;Driveaway;Servicing,Driveaway,Driveaway,Cash Back,Cash Back,Cash Back,Finance,Finance,Finance,Driveaway,Driveaway,Driveaway
103,Vans/CC 2.5-3.5t,Hyundai,Staria-Load,Van,High CPV,"$4,608","$1,487","$1,487","$1,487","$1,487","$1,487","$1,487","$1,487","$1,487","$1,487","$2,487","$3,002","$3,002","$5,142","$5,142","$5,142","$5,502","$5,502","$4,002","$4,002","$4,002","$5,000","$5,000","$5,000","$3,502","$3,502","$3,252"
103,Vans/CC 2.5-3.5t,Hyundai,Staria-Load,Van,Low CPV,"$2,209","$1,000","$1,000","$1,000","$1,000","$1,487","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$2,000","$2,000","$2,000","$2,000","$2,000",$500,$500,$500,"$1,502","$5,000","$3,502","$3,502","$3,502",
103,Vans/CC 2.5-3.5t,Hyundai,Staria-Load,Van,High RRP,"$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740","$51,740"
103,Vans/CC 2.5-3.5t,Hyundai,Staria-Load,Van,Low RRP,"$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240","$45,240"
103,Vans/CC 2.5-3.5t,Hyundai,Staria-Load,Van,Model Launch,,,,,,,,,,,,,,,,,,,,Facelift,,,,,,,
104,SUV Large > $80K,BMW,X5,SUV,Sales,301,307,251,264,330,425,184,188,263,271,404,294,268,159,303,278,266,279,147,205,358,393,475,420,254,239,
104,SUV Large > $80K,BMW,X5,SUV,Segment Share,13.74%,10.88%,9.40%,9.93%,11.73%,16.97%,10.30%,9.21%,11.39%,13.54%,17.37%,12.55%,12.81%,7.68%,13.40%,13.10%,13.27%,13.99%,10.70%,10.24%,13.63%,19.07%,19.84%,14.48%,11.52%,11.58%,
104,SUV Large > $80K,BMW,X5,SUV,Retail Offer,,,,,,,Finance,Finance,Finance,Finance,Finance,Demonstrator,Finance,Finance,Finance,,,,Finance,Demonstrator,Finance,,Finance,Finance,Finance,Limited Edition;Pack,Limited Edition;Pack
104,SUV Large > $80K,BMW,X5,SUV,High CPV,"$4,743",,,,,,"$3,146","$3,079","$3,123","$3,302","$2,855","$5,000","$3,170","$3,185","$3,170",,,,"$3,624","$5,000","$4,696",,"$3,390","$6,792","$2,623","$8,650","$8,650"
104,SUV Large > $80K,BMW,X5,SUV,Low CPV,"$1,834",,,,,,"$2,334","$2,284","$2,317","$2,449","$2,119","$2,135","$1,994","$2,004","$1,994",,,,,,"$2,734",,"$2,515","$1,757","$1,757",$250,
104,SUV Large > $80K,BMW,X5,SUV,High RRP,"$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900","$264,900"
104,SUV Large > $80K,BMW,X5,SUV,Low RRP,"$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900","$126,900"
104,SUV Large > $80K,BMW,X5,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,Facelift
105,SUV Small > $45K,Volvo,XC40,SUV,Sales,194,592,453,319,419,526,341,285,305,251,256,258,183,319,230,298,187,207,210,125,171,80,181,226,177,239,
105,SUV Small > $45K,Volvo,XC40,SUV,Segment Share,5.51%,14.67%,11.67%,8.35%,10.02%,16.85%,16.12%,11.80%,9.04%,7.42%,6.08%,5.29%,5.00%,9.67%,6.25%,7.69%,5.09%,5.96%,8.02%,3.98%,4.32%,2.50%,4.81%,5.45%,4.71%,7.28%,
105,SUV Small > $45K,Volvo,XC40,SUV,Retail Offer,,Cash Back,Cash Back,,,,On-Roads,On-Roads,On-Roads,,On-Roads,On-Roads,Demonstrator;Servicing,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Cash Back,Cash Back,Cash Back,,,
105,SUV Small > $45K,Volvo,XC40,SUV,High CPV,"$3,345","$3,000","$3,000",,,,"$2,800","$2,800","$2,800",,"$2,800","$2,800","$1,140","$2,636","$2,636","$2,636","$2,636","$2,636","$2,636","$2,636","$2,636","$5,000","$5,000","$5,000",,,
105,SUV Small > $45K,Volvo,XC40,SUV,Low CPV,"$3,345","$3,000",,,,,"$2,500","$2,500","$2,500",,"$2,500","$2,500","$1,140","$2,636","$2,636","$2,636","$2,636","$2,636","$2,636","$2,636","$2,636","$5,000","$5,000","$5,000",,,
105,SUV Small > $45K,Volvo,XC40,SUV,High RRP,"$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990","$85,990"
105,SUV Small > $45K,Volvo,XC40,SUV,Low RRP,"$54,990","$53,490","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990"
105,SUV Small > $45K,Volvo,XC40,SUV,Model Launch,,,,,,,,,,,,,,,,,,Tech Change,,,,,,,,,
106,Light < $30K,Suzuki,Swift,Hatchback,Sales,375,626,632,580,659,428,546,519,558,300,442,625,607,548,458,509,623,391,345,298,401,231,334,344,326,238,
106,Light < $30K,Suzuki,Swift,Hatchback,Segment Share,20.40%,23.04%,23.47%,21.42%,25.59%,25.21%,26.53%,27.75%,27.30%,14.74%,18.70%,24.42%,21.94%,25.59%,22.10%,24.91%,31.29%,16.50%,15.60%,14.50%,19.54%,15.97%,19.22%,19.98%,24.99%,20.19%,
106,Light < $30K,Suzuki,Swift,Hatchback,Retail Offer,,Driveaway,Driveaway,Driveaway,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Reduced Price,Reduced Price,Gift,Servicing,Gift,Finance,Finance,Driveaway,Driveaway,Driveaway
106,Light < $30K,Suzuki,Swift,Hatchback,High CPV,"$3,409","$3,555","$3,555","$3,555","$4,130","$4,130","$4,130","$4,130","$4,130","$2,744","$2,744","$4,235","$2,585","$2,585","$4,085","$4,085","$4,085","$1,000","$1,000","$3,715","$4,845","$3,715","$3,674","$3,535","$3,585","$3,585","$6,160"
106,Light < $30K,Suzuki,Swift,Hatchback,Low CPV,$792,$500,$500,"$1,000","$1,000","$1,000","$1,000","$1,250","$1,059","$1,000",$968,"$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000",$500,$500,$500,$500,$500,
106,Light < $30K,Suzuki,Swift,Hatchback,High RRP,"$33,990","$31,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990"
106,Light < $30K,Suzuki,Swift,Hatchback,Low RRP,"$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490","$22,490"
106,Light < $30K,Suzuki,Swift,Hatchback,Model Launch,,,,,,,New Variant,,,,,,,,,,,,,,,,,,,,
107,SUV Medium > $60K,Mercedes-Benz,GLC-Class,SUV,Sales,312,476,458,275,336,395,173,143,211,186,319,313,258,324,189,277,245,292,246,308,408,348,403,432,368,233,
107,SUV Medium > $60K,Mercedes-Benz,GLC-Class,SUV,Segment Share,8.81%,7.74%,6.29%,6.97%,5.26%,9.28%,6.62%,3.05%,2.96%,4.95%,7.01%,4.76%,8.78%,11.27%,7.23%,10.48%,7.91%,7.81%,8.14%,9.03%,9.15%,10.25%,9.49%,9.90%,9.52%,6.78%,
107,SUV Medium > $60K,Mercedes-Benz,GLC-Class,SUV,Retail Offer,,,Cash Back,Cash Back,Finance,Finance,Demonstrator;Servicing,Demonstrator;Servicing,Demonstrator;Servicing,,,Finance,Cash Back,Cash Back,Cash Back,Cash Back,Cash Back;Servicing,Cash Back;Servicing,Servicing,Demonstrator;On-Roads,Driveaway,Driveaway,Demonstrator;Servicing,Demonstrator;Servicing,Accessory,Accessory,Accessory
107,SUV Medium > $60K,Mercedes-Benz,GLC-Class,SUV,High CPV,"$4,721",,"$9,700","$9,700","$3,630","$4,782","$1,140","$1,140","$1,140",,,"$3,480","$3,800","$3,800","$3,800","$10,700","$11,840","$11,840","$1,140","$9,650",$200,$200,"$1,140","$1,140","$2,500","$2,500","$2,500"
107,SUV Medium > $60K,Mercedes-Benz,GLC-Class,SUV,Low CPV,"$1,528",,"$9,700","$1,101",$912,"$1,199","$1,140","$1,140","$1,140",,,"$1,637","$3,800","$3,800","$3,800","$1,000","$1,000","$1,000","$1,140","$1,000",,,"$1,140",$200,"$2,500","$2,500",
107,SUV Medium > $60K,Mercedes-Benz,GLC-Class,SUV,High RRP,"$193,089","$186,470","$186,470","$186,470","$186,470","$186,470","$186,470","$186,470","$186,470","$186,470","$186,470","$192,900","$191,814","$191,814","$191,814","$191,814","$191,814","$191,814","$191,814","$194,000","$194,000","$194,000","$194,000","$194,000","$194,000","$194,000","$194,000"
107,SUV Medium > $60K,Mercedes-Benz,GLC-Class,SUV,Low RRP,"$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269","$79,269"
107,SUV Medium > $60K,Mercedes-Benz,GLC-Class,SUV,Model Launch,,,,,,,,,New Model,,,,,,,,,,,,,,,,,,
108,PU/CC 4X4,GWM,Cannon Alpha,Dual Cab Pick Up,Sales,183,0,0,0,0,0,0,0,5,0,1,75,154,218,141,174,162,165,173,144,120,126,231,269,258,228,
